DOI,Sample_ID,Subsample_ID,Location,Source,Date,Concentration,Concentration_Units
10.1016/j.envpol.2021.117524,PS_10.1016/j.envpol.2021.117524,N/A,Warnow river,Drinking water treatment plant,N/A,45,particles/m3
10.1016/j.envpol.2021.117524,PET_10.1016/j.envpol.2021.117524,N/A,Warnow river,Drinking water treatment plant,N/A,0,particles/m3
10.1016/j.envpol.2021.117524,PVC_10.1016/j.envpol.2021.117524,N/A,Warnow river,Drinking water treatment plant,N/A,0,particles/m3
10.1016/j.envpol.2021.117524,others_10.1016/j.envpol.2021.117524,N/A,Warnow river,Drinking water treatment plant,N/A,0,particles/m3
10.21203/rs.3.rs-242504/v1,DWTP1_10.21203/rs.3.rs-242504/v1,N/A,Tehran,Drinking water treatment plant,N/A,1401,particles/L
10.21203/rs.3.rs-242504/v1,DWTP2_10.21203/rs.3.rs-242504/v1,N/A,Tehran,Drinking water treatment plant,N/A,1042,particles/L
10.21203/rs.3.rs-242504/v1,DWTP3_10.21203/rs.3.rs-242504/v1,N/A,Tehran,Drinking water treatment plant,N/A,971,particles/L
10.1016/j.sciotenv.2020.143421,10.1016/j.sciotenv.2020.143421,N/A,Germany,Tap water,N/A,0,particles/L
10.1016/j.etap.2018.12.009,29_10.1016/j.etap.2018.12.009,N/A,"Three Gorges Reservoir, China",Reservoir sample,N/A,4703,particles/m3
10.1016/j.etap.2018.12.009,30_10.1016/j.etap.2018.12.009,N/A,"Dongting Lake, China",Reservoir sample,N/A,1191.7,particles/m3
10.1016/j.etap.2018.12.009,20a_10.1016/j.etap.2018.12.009,N/A,"Hong Lake, China",Reservoir sample,N/A,2282.5,particles/m3
10.1016/j.etap.2018.12.009,7_10.1016/j.etap.2018.12.009,N/A,"Yangtze Estuary, China",Reservoir sample,N/A,4137.3,particles/m3
10.1016/j.etap.2018.12.009,123_10.1016/j.etap.2018.12.009,N/A,"Urban Lakes in Wuhan, China",Reservoir sample,N/A,1660-8925 ,particles/m3
10.1016/j.etap.2018.12.009,11_10.1016/j.etap.2018.12.009,N/A,"Taihu Lake, China",Reservoir sample,N/A,3.4-25.8 ,particles/m3
10.1016/j.etap.2018.12.009,20b_10.1016/j.etap.2018.12.009,N/A,"Danjangkou Reservoir, China",Reservoir sample,N/A,2594,particles/m3
10.1016/j.envpol.2020.114227,1.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Transport Zone",Public water fountains,N/A,20,particles/L
10.1016/j.envpol.2020.114227,2.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Market Zone",Public water fountains,N/A,13,particles/L
10.1016/j.envpol.2020.114227,3.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,17,particles/L
10.1016/j.envpol.2020.114227,4.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,14,particles/L
10.1016/j.envpol.2020.114227,5.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Commercial Zone",Public water fountains,N/A,60,particles/L
10.1016/j.envpol.2020.114227,6.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,13,particles/L
10.1016/j.envpol.2020.114227,7.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Transport Zone",Public water fountains,N/A,15,particles/L
10.1016/j.envpol.2020.114227,8.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,18,particles/L
10.1016/j.envpol.2020.114227,9.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Market Zone",Public water fountains,N/A,37,particles/L
10.1016/j.envpol.2020.114227,10.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Tourism Zone",Public water fountains,N/A,34,particles/L
10.1016/j.envpol.2020.114227,11.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Tourism Zone",Public water fountains,N/A,38,particles/L
10.1016/j.envpol.2020.114227,12.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Tourism Zone",Public water fountains,N/A,60,particles/L
10.1016/j.envpol.2020.114227,13.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,7,particles/L
10.1016/j.envpol.2020.114227,14.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Transport Zone",Public water fountains,N/A,25,particles/L
10.1016/j.envpol.2020.114227,15.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Transport Zone",Public water fountains,N/A,22,particles/L
10.1016/j.envpol.2020.114227,16.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,15,particles/L
10.1016/j.envpol.2020.114227,17.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Hospital Zone",Public water fountains,N/A,7,particles/L
10.1016/j.envpol.2020.114227,18.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,37,particles/L
10.1016/j.envpol.2020.114227,19.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Hospital Zone",Public water fountains,N/A,9,particles/L
10.1016/j.envpol.2020.114227,20.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Commercial Zone",Public water fountains,N/A,6,particles/L
10.1016/j.envpol.2020.114227,21.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Recreation Zone",Public water fountains,N/A,7,particles/L
10.1016/j.envpol.2020.114227,22.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Education Zone",Public water fountains,N/A,8,particles/L
10.1016/j.envpol.2020.114227,23.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,14,particles/L
10.1016/j.envpol.2020.114227,24.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,8,particles/L
10.1016/j.envpol.2020.114227,25.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,8,particles/L
10.1016/j.envpol.2020.114227,26.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Market Zone",Public water fountains,N/A,7,particles/L
10.1016/j.envpol.2020.114227,27.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,13,particles/L
10.1016/j.envpol.2020.114227,28.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Education Zone",Public water fountains,N/A,8,particles/L
10.1016/j.envpol.2020.114227,29.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Transport Zone",Public water fountains,N/A,6,particles/L
10.1016/j.envpol.2020.114227,30.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Transport Zone",Public water fountains,N/A,10,particles/L
10.1016/j.envpol.2020.114227,31.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Commercial Zone",Public water fountains,N/A,23,particles/L
10.1016/j.envpol.2020.114227,32.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,15,particles/L
10.1016/j.envpol.2020.114227,33.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Education Zone",Public water fountains,N/A,13,particles/L
10.1016/j.envpol.2020.114227,34.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Recreation Zone",Public water fountains,N/A,9,particles/L
10.1016/j.envpol.2020.114227,35.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Tourism Zone",Public water fountains,N/A,10,particles/L
10.1016/j.envpol.2020.114227,36.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,28,particles/L
10.1016/j.envpol.2020.114227,37.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,5,particles/L
10.1016/j.envpol.2020.114227,38.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Education Zone",Public water fountains,N/A,8,particles/L
10.1016/j.envpol.2020.114227,39.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Commercial Zone",Public water fountains,N/A,10,particles/L
10.1016/j.envpol.2020.114227,40.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Commercial Zone",Public water fountains,N/A,7,particles/L
10.1016/j.envpol.2020.114227,41.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico; Commercial Zone",Public water fountains,N/A,7,particles/L
10.1016/j.envpol.2020.114227,42.10.1016/j.envpol.2020.114227,N/A,"Mexico City, Mexico",Public water fountains,N/A,91,particles/L
10.1007/s11356-021-12467-y,1.10.1007/s11356-021-12467-y,N/A,"Baden-Wurttemberg, Germany",Drinking water treatment plant,N/A,66,particles/m3
10.3390/w12113115,drinking_water.10.3390/w12113115,N/A,"Sinos River Basin, Rio Grande, Brazil",Drinking water treatment plant,N/A,105.8,particles/L
10.3390/environments8120138,gallon_brand1.10.3390/environments8120138,N/A,"Kenjeran, Surabaya, Indonesia",Bottled water,N/A,9.18,ug/g
10.3390/environments8120138,gallon_brand 2.10.3390/environments8120138,N/A,"Kenjeran, Surabaya, Indonesia",Bottled water,N/A,0,ug/g
10.3390/environments8120138,gallon_refill1.10.3390/environments8120138,N/A,"Kenjeran, Surabaya, Indonesia",Water fountain,N/A,0,ug/g
10.3390/environments8120138,gallon_refill2.10.3390/environments8120138,N/A,"Kenjeran, Surabaya, Indonesia",Water fountain,N/A,0,ug/g
10.3390/environments8120138,gallon_refill3.10.3390/environments8120138,N/A,"Kenjeran, Surabaya, Indonesia",Water fountain,N/A,30.21,ug/g
10.1016/j.cotox.2021.09.003,Ossmann1.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,6292,particles/L
10.1016/j.cotox.2021.09.003,Ossmann2.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,4889,particles/L
10.1016/j.cotox.2021.09.003,Ossmann3.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,2649,particles/L
10.1016/j.cotox.2021.09.003,Winkler.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,980,particles/L
10.1016/j.cotox.2021.09.003,Mason1.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,325,particles/L
10.1016/j.cotox.2021.09.003,Weisser.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,317,particles/L
10.1016/j.cotox.2021.09.003,Giese1.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,242,particles/L
10.1016/j.cotox.2021.09.003,Kankanige1.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,140,particles/L
10.1016/j.cotox.2021.09.003,Giese2.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,131,particles/L
10.1016/j.cotox.2021.09.003,Schymanski1.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,118,particles/L
10.1016/j.cotox.2021.09.003,Kankanige2.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,52,particles/L
10.1016/j.cotox.2021.09.003,Schymanski2.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,50,particles/L
10.1016/j.cotox.2021.09.003,Almaiman1.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,26,particles/L
10.1016/j.cotox.2021.09.003,Schymanski3.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,14,particles/L
10.1016/j.cotox.2021.09.003,Schymanski4.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,11,particles/L
10.1016/j.cotox.2021.09.003,Makhdoumi.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,8.5,particles/L
10.1016/j.cotox.2021.09.003,Almaiman2.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,1.8,particles/L
10.1016/j.cotox.2021.09.003,Mason2.10.1016/j.cotox.2021.09.003,N/A,N/A,Bottled water,N/A,1.41,particles/L
10.1016/j.cotox.2021.09.003,Pivokonsky1.10.1016/j.cotox.2021.09.003,N/A,"Uhlava River, Czech Republic",Drinking water treatment plant,N/A,338,particles/L
10.1016/j.cotox.2021.09.003,Pivokonsky2.10.1016/j.cotox.2021.09.003,N/A,"Reservoir Water, Czech Republic",Drinking water treatment plant,N/A,151,particles/L
10.1016/j.cotox.2021.09.003,Kosuth.10.1016/j.cotox.2021.09.003,N/A,N/A,Drinking water treatment plant,N/A,61,particles/L
10.1016/j.cotox.2021.09.003,Kankanige3.10.1016/j.cotox.2021.09.003,Kankanige3.1.10.1016/j.cotox.2021.09.003,N/A,Drinking water treatment plant,N/A,56,particles/L
10.1016/j.cotox.2021.09.003,Kankanige3.10.1016/j.cotox.2021.09.003,Kankanige3.2.10.1016/j.cotox.2021.09.003,N/A,Drinking water treatment plant,N/A,14,particles/L
10.1016/j.cotox.2021.09.003,Kankanige3.10.1016/j.cotox.2021.09.003,Kankanige3.3.10.1016/j.cotox.2021.09.003,N/A,Drinking water treatment plant,N/A,13,particles/L
10.1016/j.cotox.2021.09.003,Kankanige3.10.1016/j.cotox.2021.09.003,Kankanige3.4.10.1016/j.cotox.2021.09.003,N/A,Drinking water treatment plant,N/A,6,particles/L
10.1016/j.cotox.2021.09.003,Pivokonsky3.10.1016/j.cotox.2021.09.003,Pivokonsky3.10.1016/j.cotox.2021.09.003,N/A,Drinking water treatment plant,N/A,14,particles/L
10.1016/j.cotox.2021.09.003,Sarkar.10.1016/j.cotox.2021.09.003,N/A,N/A,Drinking water treatment plant,N/A,2.75,particles/L
10.1016/j.cotox.2021.09.003,Lam.10.1016/j.cotox.2021.09.003,N/A,N/A,Drinking water treatment plant,N/A,2.181,particles/L
10.1016/j.cotox.2021.09.003,Kirstein.10.1016/j.cotox.2021.09.003,N/A,N/A,Drinking water treatment plant,N/A,0.174,particles/L
10.1016/j.cotox.2021.09.003,Dalmau-Soler.10.1016/j.cotox.2021.09.003,N/A,N/A,Drinking water treatment plant,N/A,0.06,particles/L
10.1016/j.cotox.2021.09.003,Pittroff.10.1016/j.cotox.2021.09.003,N/A,N/A,Drinking water treatment plant,N/A,0.066,particles/L
10.1016/j.cotox.2021.09.003,Johnson.10.1016/j.cotox.2021.09.003,N/A,N/A,Drinking water treatment plant,N/A,0.00011,particles/L
10.1016/j.cotox.2021.09.003,Almaiman3.10.1016/j.cotox.2021.09.003,N/A,N/A,Drinking water treatment plant,N/A,0,particles/L
10.1016/j.cotox.2021.09.003,Weber.10.1016/j.cotox.2021.09.003,N/A,N/A,Drinking water treatment plant,N/A,0,particles/L
10.1016/j.jwpe.2020.101884,Lao Shann.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,5,particles/bottle
10.1016/j.jwpe.2020.101884,VOSS.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,17,particles/bottle
10.1016/j.jwpe.2020.101884,Master_kong.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,18,particles/bottle
10.1016/j.jwpe.2020.101884,Kun_Lun_Shan.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,22,particles/bottle
10.1016/j.jwpe.2020.101884,Wahaha.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,14,particles/bottle
10.1016/j.jwpe.2020.101884,C'estbon.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,5,particles/bottle
10.1016/j.jwpe.2020.101884,Run_Tian_Cui10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,7,particles/bottle
10.1016/j.jwpe.2020.101884,Ever_Grande.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,4,particles/bottle
10.1016/j.jwpe.2020.101884,Ocean_AQUA.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,2,particles/bottle
10.1016/j.jwpe.2020.101884,Ganten_Mineral_Water.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,6,particles/bottle
10.1016/j.jwpe.2020.101884,Nong_Fu.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,9,particles/bottle
10.1016/j.jwpe.2020.101884,Tibet_Ge_Sang.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,5,particles/bottle
10.1016/j.jwpe.2020.101884,ALKAO.UA.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,12,particles/bottle
10.1016/j.jwpe.2020.101884,Ban_Ma.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,14,particles/bottle
10.1016/j.jwpe.2020.101884,Shi_Lin.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,7,particles/bottle
10.1016/j.jwpe.2020.101884,LAVA.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,7,particles/bottle
10.1016/j.jwpe.2020.101884,Watsons.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,16,particles/bottle
10.1016/j.jwpe.2020.101884,Hui_Shan_Gu.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,3,particles/bottle
10.1016/j.jwpe.2020.101884,Nong_Shi.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,3,particles/bottle
10.1016/j.jwpe.2020.101884,Jin_Mai_lang.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,5,particles/bottle
10.1016/j.jwpe.2020.101884,Ganten_Purified_Water.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,2,particles/bottle
10.1016/j.jwpe.2020.101884,Nestle_Pure_Life.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,22,particles/bottle
10.1016/j.jwpe.2020.101884,Tian_Di_Jing_Hua.10.1016/j.jwpe.2020.101884,N/A,China,Bottled water,N/A,8,particles/bottle
10.1007/s11356-021-13220-1,Raw.10.1007/s11356-021-13220-1,N/A,"Llobregat River Basin, Germany",Drinking water treatment plant,N/A,1.0,particles/L
10.1007/s11356-021-13220-1,Sand.10.1007/s11356-021-13220-1,N/A,"Llobregat River Basin, Germany",Drinking water treatment plant,N/A,0.2,particles/L
10.1007/s11356-021-13220-1,GAC.10.1007/s11356-021-13220-1,N/A,"Llobregat River Basin, Germany",Drinking water treatment plant,N/A,0.2,particles/L
10.1007/s11356-021-13220-1,Reverse_Osmosis.10.1007/s11356-021-13220-1,N/A,"Llobregat River Basin, Germany",Drinking water treatment plant,N/A,0.1,particles/L
10.1007/s11356-021-13220-1,Finished.10.1007/s11356-021-13220-1,N/A,"Llobregat River Basin, Germany",Drinking water treatment plant,N/A,0.1,particles/L
10.1016/j.cofs.2021.02.011,Single_PET2.10.1016/j.cofs.2021.02.011,N/A,N/A,Bottled water,N/A,2649,particles/L
10.1016/j.cofs.2021.02.011,Returnable_PET2.10.1016/j.cofs.2021.02.011,N/A,N/A,Bottled water,N/A,4889,particles/L
10.1016/j.cofs.2021.02.011,Glass2_10.1016/j.cofs.2021.02.011,N/A,N/A,Bottled water,N/A,6292,particles/L
10.1016/j.cofs.2021.02.011,Single_PET3.10.1016/j.cofs.2021.02.011,N/A,N/A,Bottled water,N/A,315,particles/L
10.1016/j.cofs.2021.02.011,Glass3.10.1016/j.cofs.2021.02.011,N/A,N/A,Bottled water,N/A,195.7,particles/L
10.1016/j.cofs.2021.02.011,Single_PET4.10.1016/j.cofs.2021.02.011,N/A,N/A,Bottled water,N/A,54200000,particles/L
10.1016/j.cofs.2021.02.011,Single_PET5.10.1016/j.cofs.2021.02.011,N/A,N/A,Bottled water,N/A,140,particles/L
10.1016/j.cofs.2021.02.011,Glass4.10.1016/j.cofs.2021.02.011,N/A,N/A,Bottled water,N/A,52,particles/L
10.22630/PNIKS.2019.28.4.59,B_Well.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Well,N/A,3,particles/mL
10.22630/PNIKS.2019.28.4.59,C_Well.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Well,N/A,2,particles/mL
10.22630/PNIKS.2019.28.4.59,G_Well.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Well,N/A,2,particles/mL
10.22630/PNIKS.2019.28.4.59,D_Reserve_Tank.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Reservoir,N/A,1,particles/mL
10.22630/PNIKS.2019.28.4.59,I_Reserve_Tank.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Reservoir,N/A,2,particles/mL
10.22630/PNIKS.2019.28.4.59,K_Reserve_Tank.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Reservoir,N/A,1,particles/mL
10.22630/PNIKS.2019.28.4.59,N_Reserve_Tank.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Reservoir,N/A,1,particles/mL
10.22630/PNIKS.2019.28.4.59,F_Distribution_Network.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Distribution Network,N/A,1,particles/mL
10.22630/PNIKS.2019.28.4.59,N_Distribution_Network.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Distribution Network,N/A,1,particles/mL
10.22630/PNIKS.2019.28.4.59,C_Hydrant.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Fire hydrant,N/A,1,particles/mL
10.22630/PNIKS.2019.28.4.59,D_Hydrant.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Fire hydrant,N/A,1,particles/mL
10.22630/PNIKS.2019.28.4.59,I_Hydrant.10.22630/PNIKS.2019.28.4.59,N/A,"Riobamba City, Ecuador",Fire hydrant,N/A,1,particles/mL
10.3390/app112110109,Australia1.10.3390/app112110109,N/A,Australia,Drinking water treatment plant,N/A,1.5,particles/L
10.3390/app112110109,Australia2.10.3390/app112110109,N/A,Australia,Drinking water treatment plant,N/A,0.48,particles/L
10.3390/app112110109,Australia3.10.3390/app112110109,N/A,Australia,Drinking water treatment plant,N/A,0.28,particles/L
10.3390/app112110109,Australia4.10.3390/app112110109,N/A,Australia,Drinking water treatment plant,N/A,0.18,particles/L
10.3390/app112110109,Australia5.10.3390/app112110109,N/A,Australia,Drinking water treatment plant,N/A,0.96,particles/L
10.3390/app112110109,Australia6.10.3390/app112110109,N/A,Australia,Drinking water treatment plant,N/A,0.91,particles/L
10.3390/app112110109,Australia7.10.3390/app112110109,N/A,Australia,Drinking water treatment plant,N/A,2.76,particles/L
10.3390/app112110109,Canada1.10.3390/app112110109,N/A,Canada,Drinking water treatment plant,N/A,0.5,particles/L
10.3390/app112110109,Canada2.10.3390/app112110109,N/A,Canada,Drinking water treatment plant,N/A,1.76,particles/L
10.3390/app112110109,China1.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,28.4,particles/L
10.3390/app112110109,China2.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,0.13,particles/L
10.3390/app112110109,China3.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,0.05,particles/L
10.3390/app112110109,China4.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,2.7,particles/L
10.3390/app112110109,China5.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,0.3,particles/L
10.3390/app112110109,China6.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,0.6,particles/L
10.3390/app112110109,China7.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,0.59,particles/L
10.3390/app112110109,China8.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,0.59,particles/L
10.3390/app112110109,China9.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,30.6,particles/L
10.3390/app112110109,China10.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,1.72,particles/L
10.3390/app112110109,China11.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,22.9,particles/L
10.3390/app112110109,China12.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,2.9,particles/L
10.3390/app112110109,China13.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,7.9,particles/L
10.3390/app112110109,China14.10.3390/app112110109,N/A,China,Drinking water treatment plant,N/A,30.3,particles/L
